Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  ,Unnamed: 13,address,latitude,longitude
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2021,Freehold,45.06,sq.m,-,-,10,"RM255,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2021,Freehold,45.00,sq.m,-,-,26,"RM250,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2021,Freehold,45.06,sq.m,-,-,16,"RM240,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2021,Freehold,45.06,sq.m,-,-,24,"RM240,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2021,Freehold,45.06,sq.m,-,-,24,"RM268,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2021,Freehold,59.00,sq.m,-,-,11,"RM245,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,November 2021,Freehold,73.00,sq.m,-,-,22,"RM365,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2021,Freehold,45.00,sq.m,-,-,23,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2021,Freehold,45.00,sq.m,-,-,28,"RM258,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2021,Freehold,45.06,sq.m,-,-,27,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2022,Freehold,45.00,sq.m,-,-,15,"RM300,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2022,Freehold,45.00,sq.m,-,-,25,"RM285,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2022,Freehold,45.00,sq.m,-,-,29,"RM300,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2022,Freehold,45.00,sq.m,-,-,34,"RM290,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2022,Freehold,45.00,sq.m,-,-,35,"RM280,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2022,Freehold,73.00,sq.m,-,-,29,"RM390,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,February 2022,Freehold,45.00,sq.m,-,-,18,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2022,Freehold,45.00,sq.m,-,-,25,"RM303,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2022,Freehold,45.00,sq.m,-,-,29,"RM320,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2022,Freehold,45.00,sq.m,-,-,33,"RM305,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2022,Freehold,45.00,sq.m,-,-,33,"RM306,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2022,Freehold,73.00,sq.m,-,-,9,"RM380,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2022,Freehold,45.00,sq.m,-,-,9,"RM257,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2022,Freehold,45.00,sq.m,-,-,11,"RM259,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2022,Freehold,45.00,sq.m,-,-,21,"RM248,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2022,Freehold,45.00,sq.m,-,-,23,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2022,Freehold,45.00,sq.m,-,-,29,"RM275,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2022,Freehold,45.00,sq.m,-,-,29,"RM288,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2022,Freehold,45.15,sq.m,-,-,32,"RM257,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2022,Freehold,73.00,sq.m,-,-,28,"RM370,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2022,Freehold,45.00,sq.m,-,-,12,"RM250,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2022,Freehold,45.00,sq.m,-,-,14,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2022,Freehold,45.00,sq.m,-,-,24,"RM275,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2022,Freehold,45.00,sq.m,-,-,8,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2022,Freehold,45.00,sq.m,-,-,9,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2022,Freehold,45.00,sq.m,-,-,15,"RM300,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2022,Freehold,45.00,sq.m,-,-,24,"RM250,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2022,Freehold,45.00,sq.m,-,-,26,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2022,Freehold,73.00,sq.m,-,-,24,"RM385,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2022,Freehold,45.00,sq.m,-,-,12,"RM253,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2022,Freehold,45.00,sq.m,-,-,31,"RM265,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,August 2022,Freehold,73.00,sq.m,-,-,10,"RM500,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2022,Freehold,45.00,sq.m,-,-,18,"RM258,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2022,Freehold,45.00,sq.m,-,-,19,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2022,Freehold,45.00,sq.m,-,-,20,"RM290,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2022,Freehold,45.00,sq.m,-,-,21,"RM248,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2022,Freehold,45.00,sq.m,-,-,21,"RM258,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2022,Freehold,45.00,sq.m,-,-,12,"RM310,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2022,Freehold,45.00,sq.m,-,-,25,"RM305,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2022,Freehold,73.00,sq.m,-,-,10,"RM490,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2022,Freehold,73.00,sq.m,-,-,11,"RM450,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,November 2022,Freehold,45.00,sq.m,-,-,12,"RM265,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,November 2022,Freehold,45.00,sq.m,-,-,12,"RM290,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,November 2022,Freehold,45.00,sq.m,-,-,28,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2022,Freehold,45.00,sq.m,-,-,21,"RM245,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2022,Freehold,45.00,sq.m,-,-,21,"RM250,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2022,Freehold,45.00,sq.m,-,-,23,"RM280,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2022,Freehold,45.00,sq.m,-,-,26,"RM258,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2022,Freehold,45.00,sq.m,-,-,27,"RM250,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,December 2022,Freehold,45.00,sq.m,-,-,29,"RM320,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2023,Freehold,45.00,sq.m,-,-,34,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,February 2023,Freehold,45.00,sq.m,-,-,19,"RM262,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2023,Freehold,45.00,sq.m,-,-,17,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2023,Freehold,45.00,sq.m,-,-,21,"RM320,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2023,Freehold,45.00,sq.m,-,-,29,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2023,Freehold,73.00,sq.m,-,-,10,"RM400,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2023,Freehold,73.00,sq.m,-,-,19,"RM423,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2023,Freehold,73.00,sq.m,-,-,26,"RM439,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2023,Freehold,45.00,sq.m,-,-,10,"RM267,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2023,Freehold,45.00,sq.m,-,-,11,"RM268,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2023,Freehold,45.00,sq.m,-,-,28,"RM265,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2023,Freehold,73.00,sq.m,-,-,29,"RM370,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2023,Freehold,45.00,sq.m,-,-,12,"RM320,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2023,Freehold,45.00,sq.m,-,-,31,"RM320,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2023,Freehold,45.00,sq.m,-,-,32,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2023,Freehold,45.00,sq.m,-,-,33,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2023,Freehold,45.00,sq.m,-,-,21,"RM300,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2023,Freehold,45.00,sq.m,-,-,23,"RM300,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2023,Freehold,45.00,sq.m,-,-,24,"RM320,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2023,Freehold,45.00,sq.m,-,-,28,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2023,Freehold,45.00,sq.m,-,-,28,"RM280,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2023,Freehold,45.00,sq.m,-,-,30,"RM280,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2023,Freehold,45.00,sq.m,-,-,33,"RM275,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,August 2023,Freehold,45.00,sq.m,-,-,11,"RM290,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2023,Freehold,45.00,sq.m,-,-,10,"RM279,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2023,Freehold,45.00,sq.m,-,-,11,"RM280,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2023,Freehold,45.00,sq.m,-,-,29,"RM300,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,September 2023,Freehold,45.00,sq.m,-,-,30,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2023,Freehold,45.00,sq.m,-,-,8,"RM285,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2023,Freehold,45.00,sq.m,-,-,21,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,October 2023,Freehold,45.00,sq.m,-,-,21,"RM310,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,November 2023,Freehold,45.00,sq.m,-,-,8,"RM260,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,November 2023,Freehold,45.00,sq.m,-,-,28,"RM320,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2024,Freehold,45.00,sq.m,-,-,15,"RM330,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2024,Freehold,73.00,sq.m,-,-,24,"RM390,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2024,Freehold,73.00,sq.m,-,-,25,"RM350,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,February 2024,Freehold,45.00,sq.m,-,-,13,"RM320,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,February 2024,Freehold,45.00,sq.m,-,-,27,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,February 2024,Freehold,45.00,sq.m,-,-,27,"RM310,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,February 2024,Freehold,73.00,sq.m,-,-,28,"RM420,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2024,Freehold,45.00,sq.m,-,-,10,"RM265,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2024,Freehold,45.00,sq.m,-,-,14,"RM300,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,March 2024,Freehold,45.00,sq.m,-,-,25,"RM263,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2024,Freehold,45.00,sq.m,-,-,8,"RM300,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2024,Freehold,45.00,sq.m,-,-,10,"RM330,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2024,Freehold,45.00,sq.m,-,-,13,"RM269,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,April 2024,Freehold,212.00,sq.m,-,-,1,"RM1,472,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2024,Freehold,45.00,sq.m,-,-,17,"RM270,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2024,Freehold,45.00,sq.m,-,-,31,"RM252,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,May 2024,Freehold,73.00,sq.m,-,-,21,"RM500,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,June 2024,Freehold,45.00,sq.m,-,-,9,"RM262,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2024,Freehold,45.00,sq.m,-,-,24,"RM247,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,July 2024,Freehold,73.00,sq.m,-,-,35,"RM450,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,August 2024,Freehold,45.00,sq.m,-,-,29,"RM249,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,August 2024,Freehold,45.00,sq.m,-,-,35,"RM350,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,January 2025,Freehold,73.00,sq.m,-,-,13,"RM400,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,February 2025,Freehold,45.00,sq.m,-,-,15,"RM145,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
SOHO/SOFO/SOVO,Petaling,Bukit Raja,TREFOIL (SOFO),   ,February 2025,Freehold,45.00,sq.m,-,-,26,"RM245,000.00",,TREFOIL (SOFO) Bukit Raja Petaling Malaysia,3.0907,101.4833
